Senador,Legal Desde,Legal Hasta,Real Desde,Real Hasta,Provincia,Partido Político,Reemplazo,Observaciones
"NIKISCH, ROY ABELARDO ",10/12/2007,09/12/2013 ,10/12/2007,Sin Fecha ,CHACO ,ALIANZA FRENTE DE TODOS ,SENADOR EN EJERCICIO ,NINGUNA 
"NOGUEIRA, EDUARDO  ",31/03/1958,30/04/1967 ,31/03/1958,06/09/1962 ,ENTRE RÍOS ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962.  
"NOUGUES, MIGUEL M.  ",30/04/1883,30/04/1892 ,30/04/1883,30/04/1892 ,TUCUMÁN ,SIN ESPECIFICAR ,"ROCA, JULIO ARGENTINO  ",REEMPLAZA A TIBURCIO PADILLA POR EXPIRACION DE MANDATO.  
"NUÑEZ, EUGENIO  ",17/10/1854,30/04/1863 ,12/05/1857,12/12/1861 ,ENTRE RÍOS ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,"COMPLETA EL PERIODO DE BALDOMERO GARCIA Y JOSE GALAN. DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861. SE DECLARA EN RECESO EL P.E.N., BARTOLOME MITRE EN SU CARACTER DE GOBERNADOR DE LA PROVINCIA DE BUENOS AIRES ASUME EL P.E.N.  "
"NUÑEZ, RAFAEL  ",29/08/1916,30/04/1925 ,08/07/1924,17/10/1924 ,CÓRDOBA ,SIN ESPECIFICAR ,VACANTE HASTA FIN DEL PERIODO ,REEMPLAZA A JULIO A. ROCA ( h ) .FALLECE EN 1924. NO SE COMPLETA EL PERIODO.  
"OCHOA, RAÚL ERNESTO ",10/12/2001,09/12/2005 ,10/12/2001,09/12/2005 ,SAN LUIS ,JUSTICIALISTA ,SUSPENDIDO ,NINGUNA 
"ODDONE, GABRIEL A.  ",22/04/1941,19/01/1950 ,22/04/1941,05/06/1943 ,CÓRDOBA ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 5 DE JUNIO DE 1943.  
"O'DONNELL, MARIO ERNESTO ",22/04/1998,09/12/1998 ,22/04/1998,09/12/1998 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,JUSTICIALISTA ,"CORACH, CARLOS VLADIMIRO ",SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES. COMPLETA EL PERIODO DE EDUARDO VACA POR FALLECIMIENTO.  
"OLAECHEA Y ALCORTA, PEDRO  ",29/04/1910,30/04/1919 ,29/04/1910,30/04/1919 ,SANTIAGO DEL ESTERO ,AUTONOMISTA ,"LLANOS, PEDRO  ",REEMPLAZA A ANTENOR ALVAREZ POR EXPIRACION DE MANDATO.  
"OLIVA, MOISES  ",03/07/1880,30/04/1889 ,22/10/1881,30/04/1889 ,SALTA ,SIN ESPECIFICAR ,"FIGUEROA, BENJAMIN  ",COMPLETA EL PERIODO DE JUAN M. LEGUIZAMON.  
"OLMEDO, ROLANDO  ",07/06/1961,30/04/1970 ,07/06/1961,06/09/1962 ,MISIONES ,U. C. R. INTRANSIGENTE ,DISOLUCION DEL P. LEGISLATIVO ,REEMPLAZA A FRANCISCO MARTOS POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962.  
"OLMEDO, ROLANDO  ",12/08/1963,30/04/1972 ,12/08/1963,28/06/1966 ,MISIONES ,U. C. R. INTRANSIGENTE ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966.  
"OLMOS, JOSE V. DE  ",01/08/1907,30/04/1916 ,01/08/1907,11/07/1909 ,CÓRDOBA ,SIN ESPECIFICAR ,"PEÑA, VICENTE  ",REEMPLAZA A FELIPE YOFRE POR EXPIRACION DE MANDATO. FALLECE EN 1909. LO REEMPLAZA VICENTE PEÑA. (1909/1916).  
"OPORTO, JULIO SAMUEL  ",05/07/1961,30/04/1970 ,05/07/1961,06/09/1962 ,LA PAMPA ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER EJECUTIVO EL 6 DE SEPTIEMBRE DE 1962.  
"OROÑO, NICASIO  ",02/05/1868,30/04/1877 ,02/05/1868,30/04/1877 ,SANTA FE ,SIN ESPECIFICAR ,"PIZARRO, MANUEL D.  ",REEMPLAZA A GERONIMO DEL BARCO POR EXPIRACION DE MANDATO.  
"ORTEGA, RAMON BAUTISTA ",09/12/1998,09/12/2001 ,09/12/1998,09/12/2001 ,TUCUMÁN ,JUSTICIALISTA ,"SEGUI, MALVINA MARÍA ",REEMPLAZA A OLIJELA DEL VALLE RIVAS POR EXPIRACION DE MANDATO.  
"ORTEGA, RUFINO  ",01/05/1886,30/04/1895 ,12/05/1887,30/04/1895 ,MENDOZA ,SIN ESPECIFICAR ,"BENEGAS, TIBURCIO  ",COMPLETA EL PERIODO DE TIBURCIO BENEGAS. (1886/1895).  
"ORTIZ, FRANCISCO J.  ",03/05/1880,30/04/1889 ,03/05/1880,25/10/1883 ,SALTA ,SIN ESPECIFICAR ,"ORTIZ, MIGUEL S.  ",REEMPLAZA A SEGUNDO LINARES POR EXPIRACION DE MANDATO. RENUNCIA EN 1883 POR SER NOMBRADO MINISTRO DE RELACIONES EXTERIORES Y CULTO DE LA NACION. LO REEMPLAZA MIGUEL ORTIZ.  
"ORTIZ, MEDARDO  ",11/05/1860,30/04/1869 ,11/05/1860,12/12/1861 ,MENDOZA ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,COMPLETA EL PERIODO DE FRANCISCO DELGADO. DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861.  
"ORTIZ, MIGUEL S.  ",03/05/1880,30/04/1889 ,08/05/1884,30/04/1889 ,SALTA ,SIN ESPECIFICAR ,"GÜEMES, MARTIN G.  ",COMPLETA EL PERIODO DE FRANCISCO ORTIZ. (1880/1889)  
"OSUNA, BLANCA INES ",10/12/2007,09/12/2013 ,10/12/2007,09/12/2011 ,ENTRE RÍOS ,ALIANZA FRENTE JUSTICIALISTA P/LA VICTORIA ,SENADORA EN EJERCICIO ,RENUNCIO POR DR-1366/11 PARA OCUPAR EL CARGO DE INTENDENTA DE LA MUNICIPALIDAD DE LA CIUDAD DE PARANA  
"OTERO, EDISON ",29/11/1983,09/12/1986 ,29/11/1983,09/12/1986 ,BUENOS AIRES ,UNIÓN CÍVICA RADICAL ,"OTERO, EDISON ",NINGUNA 
"OTERO, EDISON ",28/11/1986,09/12/1995 ,28/11/1986,09/12/1995 ,BUENOS AIRES ,UNIÓN CÍVICA RADICAL ,"VILLAVERDE, JORGE ANTONIO ",REELECTO.  
"OUDIN, ERNESTO RENE ",29/11/1995,09/12/2001 ,29/11/1995,09/12/2001 ,MISIONES ,JUSTICIALISTA ,"LOSADA, MARIO ANÍBAL ",POR LA REFORMA CONSTITUCIONAL DE 1994 ES ELEGIDO TERCER SENADOR.  
"OVANDO, RICARDO  ",12/08/1963,30/04/1969 ,12/08/1963,28/06/1966 ,JUJUY ,BLANCO DE LOS TRABAJ.-JUJUY ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966.  
"OVEJERO, DAVID  ",30/04/1907,30/04/1916 ,30/04/1907,30/04/1916 ,SALTA ,SIN ESPECIFICAR ,"LINARES, LUIS  ",REEMPLAZA A CARLOS SERREY POR EXPIRACION DE MANDATO.  
"OVIEDO, MERCEDES MARGARITA ",10/12/2001,09/12/2005 ,10/12/2001,09/12/2005 ,MISIONES ,JUSTICIALISTA ,SENADORA EN EJERCICIO ,REEMPLAZA AL SENADOR ANIBAL LOSADA (h)  
"OYARZUN, JUAN CARLOS ",26/02/1992,09/12/1998 ,26/02/1992,09/12/1998 ,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR ",MOVIMIENTO POPULAR FUEGUINO ,"ROMERO, MARCELO JUAN ",LO REEMPLAZA MARCELO JUAN ROMERO.  
"p, JOSE LEONARDO  ",17/10/1854,30/04/1857 ,17/10/1854,30/04/1857 ,ENTRE RÍOS ,SIN ESPECIFICAR ,"P, JOSE LEONARDO  ",ENTRE RIOS ES TERRITORIO FEDERALIZADO Y CAPITAL PARANA ( 1854-1861 ). PRESIDENTE PROVISIONAL DEL SENADO (12/07/1855 - 15/05/1856).  
"p, JOSE LEONARDO  ",12/05/1857,30/04/1866 ,12/05/1857,18/02/1858 ,ENTRE RÍOS ,SIN ESPECIFICAR ,"URQUIZA, DIOGENES JOSE DE  ",ENTRE RIOS TERRITORIO FEDERALIZADO Y CAPITAL PARANA ( 1854-1861 ). FALLECE EN 1858. LO REEMPLAZA DIOGENES JOSE DE URQUIZA. (1858/1861).  
"PADILLA, MANUEL  ",19/05/1904,30/04/1913 ,20/05/1911,30/04/1913 ,JUJUY ,SIN ESPECIFICAR ,"ZABALA, CARLOS  ",COMPLETA EL PERIODO DE DOMINGO T. PEREZ QUE FALLECIO (1904/1913).  
"PADILLA, TIBURCIO  ",12/05/1874,30/04/1883 ,09/05/1878,30/04/1883 ,TUCUMÁN ,SIN ESPECIFICAR ,"NOUGUES, MIGUEL M.  ",COMPLETA EL PERIODO DE ULADISLAO FRIAS QUE RENUNCIA.  
"PALACIO, DAMASO E.  ",01/05/1901,30/04/1910 ,20/07/1901,28/10/1908 ,SANTIAGO DEL ESTERO ,SIN ESPECIFICAR ,"ALVAREZ, ANTENOR  ",REEMPLAZA A BENJAMIN ZAVALIA. RENUNCIA EN 1908 PARA SER GOBERNADOR DE LA PROVINCIA DE SANTIAGO DEL ESTERO. LO REEMPLAZA ANTENOR ALVAREZ. (1909/1910).  
"PALACIOS, ALFREDO LORENZO  ",20/01/1932,30/04/1935 ,20/01/1932,30/04/1935 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,SOCIALISTA ,"PALACIOS, ALFREDO LORENZO  ",SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES.  
"PALACIOS, ALFREDO LORENZO  ",02/05/1935,30/04/1944 ,02/05/1935,05/06/1943 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,SOCIALISTA ,DISOLUCION DEL P. LEGISLATIVO ,SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES. REELECTO. DISOLUCION DEL PODER LEGISLATIVO EL 5 DE JUNIO DE 1943.  
"PALACIOS, ALFREDO LORENZO  ",28/04/1961,30/04/1970 ,28/04/1961,06/09/1962 ,CIUDAD AUTÓNOMA DE BUENOS AIRES ,SOCIALISTA ,DISOLUCION DEL P. LEGISLATIVO ,SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES. REEMPLAZA A ARMANDO TURANO POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962.  
"PALACIOS, GERARDO LUIS ",09/12/1995,09/12/2001 ,15/12/1999,09/12/2001 ,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR ",JUSTICIALISTA ,"DANIELE, MARIO DOMINGO ",REEMPLAZA A CARLOS MANFREDOTTI QUE RENUNCIA.  
"PALMA, JUAN  ",24/05/1862,30/04/1865 ,12/05/1863,16/07/1863 ,MENDOZA ,SIN ESPECIFICAR ,"BLANCO, EUSEBIO  ",RENUNCIA EN 1863 PARA SER JUEZ FEDERAL DE MENDOZA. LO REEMPLAZA EUSEBIO BLANCO. (1864/1865).  
"PAMPURO, JOSÉ JUAN BAUTISTA ",10/12/2005,09/12/2011 ,14/12/2005,Sin Fecha ,BUENOS AIRES ,ALIANZA FRENTE PARA LA VICTORIA ,SENADOR EN EJERCICIO ,NINGUNA 
"PARDAL, JORGE ALBERTO ",10/12/2001,09/12/2003 ,10/12/2001,Sin Fecha ,MENDOZA ,JUSTICIALISTA ,"JAQUE, CELSO ALEJANDRO ",REEMPLAZA AL SENADOR BAUZA POR EXPIRACION DE MANDATO.  
"PARDO, ÁNGEL FRANCISCO ",29/11/1995,09/12/2001 ,29/11/1995,09/12/2001 ,CORRIENTES ,JUSTICIALISTA ,"CHIAPPE, LÁZARO ALBERTO ",POR LA REFORMA CONSTITUCIONAL DE 1994 ES ELEGIDO TERCER SENADOR.  
"PARDO, ÁNGEL FRANCISCO ",10/12/2001,09/12/2003 ,10/12/2001,Sin Fecha ,CORRIENTES ,JUSTICIALISTA ,"SÁNCHEZ, MARÍA DORA ",REELECTO. REEMPLAZA AL SENADOR PRUYAS.  
"PARRA PEREZ, DIEGO  ",31/03/1958,30/04/1967 ,31/03/1958,06/09/1962 ,SAN JUAN ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962.  
"PARRILLI, NANCI MARIA AGUSTINA ",10/12/2007,09/12/2013 ,10/12/2007,Sin Fecha ,NEUQUÉN ,ALIANZA FRENTE PARA LA VICTORIA ,SENADORA EN EJERCICIO ,NINGUNA 
"PASSO, JUAN CARLOS ",10/12/2001,09/12/2003 ,10/12/2001,09/12/2003 ,LA PAMPA ,UNIÓN CÍVICA RADICAL ,"MARINO, JUAN CARLOS ",REEMPLAZA AL SENADOR ROSTAN POR EXPIRACION DE MANDATO.  
"PATRON COSTAS, ROBUSTIANO  ",30/04/1916,30/04/1925 ,30/04/1916,30/04/1925 ,SALTA ,DEMOCRATA NACIONAL ,"SERREY, CARLOS  ",REEMPLAZA A LUIS GUEMES POR EXPIRACION DE MANDATO.  
"PATRON COSTAS, ROBUSTIANO  ",20/01/1932,30/04/1938 ,20/01/1932,30/04/1938 ,SALTA ,DEMOCRATA NACIONAL ,"PATRON COSTAS, ROBUSTIANO  ",NINGUNA 
"PATRON COSTAS, ROBUSTIANO  ",02/05/1938,30/04/1947 ,02/05/1938,05/06/1943 ,SALTA ,DEMOCRATA NACIONAL ,DISOLUCION DEL P. LEGISLATIVO ,REELECTO. DISOLUCION DEL PODER LEGISLATIVO EL 5 DE JUNIO DE 1943.  
"PAZ POSSE, RAMON  ",30/04/1922,30/04/1931 ,02/02/1923,06/09/1930 ,TUCUMÁN ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,REEMPLAZA A MANUEL ESTEVEZ POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930.  
"PAZ, ALBERTO J.  ",21/06/1928,30/04/1937 ,21/06/1928,06/09/1930 ,SANTA FE ,SIN ESPECIFICAR ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930.  
"PAZ, BENJAMIN  ",03/05/1877,30/04/1886 ,03/05/1877,12/12/1882 ,TUCUMÁN ,SIN ESPECIFICAR ,"AVELLANEDA, NICOLAS  ",REEMPLAZA A COLOMBRES POR EXPIRACION DE MANDATO. RENUNCIA EN 1882 PARA SER GOBERNADOR DE LA PROVINCIA DE TUCUMAN. LO REEMPLAZA NICOLAS AVELLANEDA.  
"PAZ, BENJAMIN  ",04/05/1886,30/04/1895 ,04/05/1886,29/03/1892 ,TUCUMÁN ,SIN ESPECIFICAR ,"SAL, EMILIO  ",RENUNCIA EN 1892 PARA SER MINISTRO DE LA SUPREMA CORTE DE JUSTICIA. LO REEMPLAZA EMILIO SAL. (1893/1895).  
"PAZ, EDUARDO ALBERTO  ",03/05/1973,30/04/1977 ,25/05/1973,24/03/1976 ,TUCUMÁN ,FREJULI ,DISOLUCION DEL P. LEGISLATIVO ,DISOLUCION DEL PODER LEGISLATIVO EL 24 DE MARZO DE 1976.  
"PAZ, ELVA AZUCENA ",10/12/2001,09/12/2005 ,10/12/2001,09/12/2005 ,FORMOSA ,JUSTICIALISTA ,SENADORA EN EJERCICIO ,REEMPLAZA AL SENADOR MANUEL AUGUSTO RODRIGUEZ POR EXPIRACION DE MANDATO.  
"PAZ, MARCOS  ",17/10/1854,30/04/1857 ,17/10/1854,25/05/1855 ,TUCUMÁN ,SIN ESPECIFICAR ,ES SENADOR SUPLENTE ,"ES SENADOR SUPLENTE, PASA A TITULAR.  "
